numero_de_dossier,annee_budgetaire,nom_beneficiaire,numero_siret,objet_du_dossier,montant_vote,direction,nature_de_la_subvention,secteurs_d_activites_definies_par_l_association
2022_00344,2022,MAINS LIBRES,49166900000000.0,Subvention de fonctionnement pour 2022,48554.0,DASES,Fonctionnement,none
2022_10277,2022,PARAMOUR COMPAGNIE,90003600000000.0,Aide à la résidence artistique spectacle vivant (hors musique) : Paramour Compagnie & Étoile du nord,7000.0,DAC,Projet,none
2024_02844,2024,HISTOIRE ET PATRIMOINE DU 12°,90163700000000.0,Réussir la saison 2023/2024,1500.0,DAC,Fonctionnement,['culture & arts']
2024_04533,2024,LES TRAVERSÉES,89125800000000.0,Appel à projet Printemps des Cimetières 2024,600.0,DEVE,Indéterminée,['culture & arts']
2024_09273,2024,RUGBY EUROPE,41512000000000.0,Finales du Championnat d'Europe de Rugby,30000.0,DJS,Fonctionnement,['sport']
2023_08560,2023,CENTRE EUROPEEN DE PREVENTION DU RISQUE D'INONDATION (CEPRI),49322400000000.0,Sensibilisation de la population parisienne à une crue majeure de la Seine,30000.0,DTEC,Projet,['environnement & écologie']
2023_05430,2023,FEDERATION DES MAISONS ET POLES DE SANTE D'ILE DE FRANCE (FEMASIF),53029100000000.0,Demande subvention FEMASIF 2023,15000.0,DSP,Fonctionnement,['santé']
2023_01929,2023,LUTECE ECHECS,42437000000000.0,budget de fonctionnement,2000.0,DJS,Fonctionnement,['sport']
2024_09547,2024,ARTS ET MOUVEMENTS (A.M.),82113600000000.0,FAL15,1000.0,DDCT,Fonctionnement,none
2024_05862,2024,ASSOCIATION SPORTIVE DU LYCEE ENSEIGNEMENT COMMERCIAL MARIA DERAISMES,34422200000000.0,Re dynamisation de l'association sportive du LP Maria DERAISMES,1400.0,DJS,Fonctionnement,none
2024_04270,2024,OBSERVATOIRE INTERNATIONAL DES PRISONS SECTION FRANCAISE OIP-SF,40766800000000.0,Veille informative et juridique pour personnes détenues et sortant de prisons en Ile-de-France,42000.0,DDCT,Projet,none
2024_00139,2023,ACCUEIL LAGHOUAT,42439800000000.0,Subvention pour matériel électronique visant à soutenir les activités d'aidants numériques,2000.0,DSOL,Investissement,['education & formation']
2023_07327,2023,ASSOCIATION 1000 COLLECTES,81223300000000.0,Transition écologique - DDCT - REMO Ressourceries mobiles en QPV,4000.0,DDCT,Projet,['education & formation']
2023_01294,2023,ASSOCIATION D'ASSISTANCE SCOLAIRE LINGUISTIQUE ET CULTURELLE ASLC,41000900000000.0,Inclusion numérique - Ateliers numériques en FLE ¿ Accès aux droits 19ème,1500.0,DDCT,Projet,['education & formation']
2023_03418,2023,ASSOCIATION LOISIRS PLURIEL DE PARIS 19EME,48397200000000.0,"Permettre l'accès aux loisirs des jeunes porteurs de handicap, favoriser leur implication citoyenne",35000.0,DSOL,Fonctionnement,['loisirs']
2023_03625,2023,ASSOCIATION POUR LE DEVELOPPEMENT DE LA DANSE A PARIS,43929000000000.0,Acompte 2023 DAC,120000.0,DAC,Fonctionnement,['culture & arts']
2023_01189,2023,ATOUTS COURS - AAC,41826500000000.0,Ateliers Sociolinguistiques 11ème,2500.0,DSOL,Projet,['education & formation']
2023_10420,2023,AVENIR QUARTIER LATIN,52282400000000.0,PARIS ILLUMINE PARIS,5900.0,DAE,Fonctionnement,['culture & arts']
2023_03576,2023,COGITO,84125600000000.0,#NOM?,3000.0,DDCT,Projet,['education & formation']
2023_06927,2023,DUMAS REUNION,48463100000000.0,Conventions 2021-2023 :e subventions sur Paris asso21-2023,226717.0,DSOL,Fonctionnement,['education & formation']
2023_10561,2023,FAB CITY GRAND PARIS,83151900000000.0,Paris Fertile #3 - Agriculture XYZ - investissement,12000.0,DAE,Investissement,['environnement & écologie']
2023_08543,2023,LA GOUTTE VERTE,50508800000000.0,Co-Financement Adulte-Relais Convention AR07521R002300,4700.0,DDCT,Fonctionnement,['culture & arts']
2023_05360,2023,L'ECOLE NORMALE SOCIALE,30903300000000.0,"Insertion sociale de femmes d'origine étrangères, Bains de langues",7000.0,DDCT,Projet,['education & formation']
2023_02141,2023,LECTURE JEUNESSE,30524000000000.0,Développer la lecture et l¿écriture des adolescents en accompagnant les médiateurs culturels.,15000.0,DAC,Fonctionnement,['culture & arts']
2023_02993,2023,L'ENVERS DE L'ART,80446700000000.0,Projet 2 : L'insertion professionnelle des jeunes (10ème),2000.0,DDCT,Projet,['culture & arts']
2023_00312,2023,OLYMPIQUE MONTMARTRE SPORTS (O.M.S),78475700000000.0,Promouvoir la pratique du Sport pour toutes et tous et la prévention par le Sport,12500.0,DJS,Fonctionnement,['sport']
2023_00559,2023,"PASSERELLES 17, REGIE DE QUARTIER DU 17EME NORD EST",49421700000000.0,Alimentation durable,1000.0,DDCT,Projet,['précarité & exclusion']
2023_07938,2023,RELAIS MENILMONTANT,30900100000000.0,JEUNES ACTIFS DANS LA SOCIETE,2000.0,DJS,Projet,['education & formation']
2023_09417,2023,ROSA-PARKS (PARIS),80884300000000.0,"Apprentissage du vélo pour les habitantes de Rosa Parks, Charles Hermite et Michelet-Karr",1000.0,DDCT,Projet,['culture & arts']
2023_04113,2023,SOBD,80299300000000.0,SoBD 2023 - Subvention d¿aide aux actions organisées en bibliothèques municipales,2000.0,DAC,Fonctionnement,['culture & arts']
2022_05569,2022,ASSOCIATION AURORE,77568500000000.0,ESI HALTE FEMMES,260440.0,DSOL,Projet,none
2022_03987,2022,ASSOCIATION RSI LA RESSOURCE,42492100000000.0,CPO SEPLEX - Fonction parentale et urgence,6500.0,DFPE,Projet,none
2022_06933,2022,ASSOCIATION SAINTE GENEVIEVE,42497100000000.0,Fonctionnement courant de l'association pour l'année 2022-FAL15,1000.0,DDCT,Fonctionnement,none
2022_07502,2022,ATELIERS COUTURE DE L'EST PARISIEN,83135200000000.0,"""Modéliste en herbe"": Ateliers de couture gratuits et exposition vente pour adolescents.",3000.0,DJS,Projet,none
2022_10315,2022,COMPAGNIE LA CONGERE,91819300000000.0,Aide à la résidence artistique et culturelle dans le domaine du spectacle vivant (hors musique),6000.0,DAC,Projet,none
2022_06268,2022,CYCLOCUBE,89101100000000.0,CycloCube 2022 DVD - BUDGET FONCTIONNEMENT,9000.0,DVD,Fonctionnement,none
2022_00600,2022,DIXLESIC AND CO,53150200000000.0,"CPO - DJS Ecole de l'Opéra de la ParoleC'est vraiment Moi : Mon CV vidéo, présentation pro",3000.0,DJS,Projet,none
2022_09644,2022,FEMMES&CINEMA,80153600000000.0,COLLEGE22,2000.0,DDCT,Projet,none
2022_08475,2022,FUTUR AU PRESENT  -  INTERNATIONAL,78918000000000.0,Passer¿Aile ¿ Accompagnement des MNA : coopération entre acteurs sociaux français et ouest-africains,5000.0,DSOL,Fonctionnement,none
2022_06107,2022,LE DANUBE PALACE,50164300000000.0,INCLUSION NUMERIQUE : Accompagner et former les publics en incapacité d¿utiliser l¿outil numérique,5000.0,DSOL,Fonctionnement,none
2022_09500,2022,LE RELAIS 59,32079800000000.0,Paris Collège Famille : Café des parents au collège Guy Flavien,1750.0,DASCO,Projet,none
2022_01235,2022,LES AMI-E-S DE L'ÉGALITÉ,79236500000000.0,Les représentations de la sexualité des adolescent·es,3000.0,DDCT,Projet,none
2022_02814,2022,L'ETOILE DU NORD,32618500000000.0,Acompte 2022 DAC,226800.0,DAC,Fonctionnement,none
2022_02163,2022,MEMOIRE DE L'AVENIR,90485500000000.0,"CPO SPV - Art, culture et dialogue et Art, culture et insertion",5000.0,DDCT,Projet,none
2022_08440,2022,PAR ICI,83966400000000.0,TRICYCLE 2022,1500.0,DPE,Projet,none
2022_04944,2022,PARIS EST MOUV,42384600000000.0,CPO SPV- ateliers réguliers danse hip hop 2021,2000.0,DDCT,Projet,none
2022_02198,2022,PIMMS MÉDIATION PARIS,47805700000000.0,Permanence d¿accès aux droits et Visites à domicile  - quartier Poissonniers,3000.0,DDCT,Projet,none
2024_06615,2024,ART AZOI,53216100000000.0,AIDE AU FONCTIONNEMENT DE L'ASSOCIATION ART AZOÏ,20000.0,DAC,Fonctionnement,['culture & arts']
2024_05720,2024,ASTREE,34449300000000.0,Lutte contre l'isolement social,5000.0,DSOL,Fonctionnement,['social']
2024_03567,2024,CITES CARITAS,35330500000000.0,DPH 24 DAE,84000.0,DAE,Fonctionnement,['social']
2024_01061,2024,LE FIL DE SOIE,51169800000000.0,VVV1_Ateliers Basket Acrobatique_Paris 14,2000.0,DPMP,Projet,['loisirs']
2023_10468,2024,SOCIETE DE RETRAITES DES CONSEILLERS MUNICIPAUX DE PARIS ET DES CONSEILLERS GENERAUX DE LA SEINE,53067800000000.0,Subvention 2024 - SDR général - Anciens CP,1430000.0,DDCT,Indéterminée,['social']
2024_09734,2024,ARCHIPELIA,43300700000000.0,BP : G-SUIV 002601 Lauréat du BP2022 : Aménagement de la Maison du Projet  (DDCT-SECA),10000.0,DDCT,Investissement,none
2024_11062,2024,DEBROUILLE COMPAGNIE,44412900000000.0,Jardin Récup' à Hérold,1000.0,DEVE,Projet,none
2024_01409,2024,KTHA COMPAGNIE,43514700000000.0,Projet de Transformation Temporaire de la rue des amandiers (PTT),3000.0,DDCT,Projet,none
2022_04397,2022,ASSOCIATION SOLIDARITE SIDA,39861300000000.0,Dispositif de prévention des conduites à risques et/ou réduction des risques en milieux festifs,8000.0,DSP,Projet,none
2022_05317,2022,COLOMBBUS,43281500000000.0,"PAON, parcours d'appropriation des outils numérique",10000.0,DSOL,Projet,none
2022_00861,2022,DROITS DEVANT !!,40206300000000.0,SEPLEX,20000.0,DASES,Projet,none
2022_07392,2022,FONDS REGIONAL D'ART CONTEMPORAIN  ILE - DE - FRANCE,32966600000000.0,Subvention fonctionnement 2022,41200.0,DAC,Fonctionnement,none
2022_01965,2022,LA BANDE À GODOT,75200900000000.0,"CPO-SPV - Moi, mon quartier, ma ville 18e",1500.0,DDCT,Projet,none
2022_01517,2022,LA TABLE OUVERTE,52100600000000.0,La Table solidaire et citoyenne,1500.0,DDCT,Projet,none
2022_01853,2022,L'AQUILONE,43495300000000.0,Découverte et Initiation à la Danse Contemporaine avec Musique Vivante (Kellermann et 13ème Sud )VVV2022,1000.0,DPMP,Projet,none
2022_02860,2022,L'ASSOCIATION POUR LA DIVERSITE CULTURELLE ET SOCIALE L'ENFANCE EN COULEURS,52098700000000.0,fonctionnement 2022,111261.0,DFPE,Fonctionnement,none
2022_00393,2022,LES COLOMBES DE BERCY,34451800000000.0,Demande de subventions Les Colombes de Bercy 2021-2022,12000.0,DJS,Fonctionnement,none
2022_04854,2022,R.A.D.Y.A - RESEAU DES ACTEURS DE LA DYNAMIQUE ASL (ATELIERS SOCIOLINGUISTIQUES),51966800000000.0,ASL Santé Femmes allophonesQuartier Didot Porte de Vanves,2500.0,DDCT,Projet,none
2022_10497,2022,"STOP VEO, ENFANCE SANS VIOLENCES",82757700000000.0,Sensibilisation et prévention des violences éducatives ordinaires,12000.0,DSOL,Fonctionnement,none
2022_02595,2022,STRATA'J'M PARIS,52982000000000.0,VVV 2022 Sorties en dehors de Paris jeune bas Belleville et Porte de Montreuil,1200.0,DPMP,Projet,none
2022_04376,2022,THEATRE PARIS 14,35377400000000.0,Subvention fonctionnement Theatre 14,314800.0,DAC,Fonctionnement,none
2023_07070,2023,ACCUEIL GOUTTE D'OR,40864600000000.0,Premiers mots vers l'emploi/PLVP2023,21000.0,DAE,Projet,['education & formation']
2023_08840,2023,COLLECTIF LA FORMULE,81299000000000.0,INSIDE HERO·ES : Sensibiliser et prévenir les  situations de discrimination en direction des collège,3000.0,DDCT,Projet,['culture & arts']
2023_10575,2023,COMITE DEPARTEMENTAL DE LA RANDONNEE PEDESTRE DE PARIS,42848700000000.0,Marchons à Paris saison 3,25000.0,DSP,Projet,['sport']
2023_02887,2023,COMITE DEPARTEMENTAL SEINE PARIS DE LA FFVB,39142700000000.0,fonctionnement du Comité Seine Paris Volley-ball,3500.0,DJS,Fonctionnement,['sport']
2023_06877,2023,CULTURES SUR COUR,49791600000000.0,CPO SEPLEX - actions éducatives et artistiques en direction des enfants et des adolescents,4000.0,DJS,Projet,['culture & arts']
2023_05095,2023,EURADIO,49056000000000.0,"LPE2023 - euradio, au coeur d¿un écosystème parisien tourné vers l¿Europe et l¿avenir",6000.0,DGRI,Projet,['communication & média']
2023_00103,2023,FEDERATION NATIONALE DES ANCIENS COMBATTANTS EN ALGERIE MAROC ET TUNISIE FNACA COMITE DU 8EME AARONDISSEMENT,53523300000000.0,Demande de subventions 2023 du COMITE LOCAL DU 8EME ARRONDISSEMENT DE LA FNACA DE PARIS,1000.0,DAC,Fonctionnement,['education & formation']
2023_03661,2023,LA MAISON OUVERTE,32450100000000.0,Acompte 2023 DAC,64500.0,DAC,Fonctionnement,['culture & arts']
2023_10345,2023,LE THEATRE PARIS-VILLETTE,43353700000000.0,Festival international,50000.0,DAC,Projet,['culture & arts']
2023_01610,2023,YACHAD,53044600000000.0,"VALORISATION, INCLUSION, EMANCIPATION PAR LA PRATIQUE SPORTIVE ADAPTEE ET LE SPORT",1500.0,DDCT,Projet,['social']
2024_02659,2024,COMITE D'ACTION SOCIALE EN FAVEUR DES ORIGINAIRES DES DEPARTEMENTS D'OUTRE MER EN METROPOLE,78418000000000.0,Activités sociales du CASODOM,10000.0,DGOM,Projet,['social']
2024_05532,2024,E-GRAINE ILE DE FRANCE,49416600000000.0,Accompagner l'engagement citoyen des parisiens,5000.0,DDCT,Fonctionnement,['education & formation']
2024_06557,2024,MUSIQUE DANSE XXEME,34527200000000.0,Art pour grandir - REP Doisneau 24/25,5000.0,DAC,Projet,['culture & arts']
2024_02666,2024,RESEAU MÔM'ARTRE,50996300000000.0,CPO- DAC- Réseau Môm' Artre,5000.0,DAC,Projet,['culture & arts']
2024_10434,2024,ASSOCIATION CULTURE 2 +,44822300000000.0,CPO Etre parent par la culture dans sa langue et en français,4500.0,DASCO,Projet,none
2024_08047,2024,ASSOCIATION DES PROFESSIONNELS DE LA MODE ET DU DESIGN DE LA GOUTTE D'OR,75048000000000.0,Stratégie de l¿évènementiel du PTCE Les Gouttes d¿Or de la Mode et du Design,6500.0,DAE,Fonctionnement,none
2024_08485,2024,COLLECTIF SAUF LE DIMANCHE,49773600000000.0,SV24RES2 - ASSEMBLEE,15000.0,DAC,Projet,none
2024_08300,2024,FOODSWEETFOOD,82907800000000.0,ROMARIN - Préformation aux métiers de la restauration,18000.0,DAE,Fonctionnement,none
2024_02705,2024,LES ENFANTS DE LA GOUTTE D'OR EGDO,34365800000000.0,AAP PDV 2024 - EDUCATION - Accompagnement à la scolarité,5000.0,DDCT,Projet,none
2024_06483,2024,MIEUX SE DEPLACER A BICYCLETTE - MDB,45263100000000.0,Mieux se déplacer à bicyclette à Paris,28000.0,DVD,Fonctionnement,none
2024_06462,2024,WE LOVE GREEN,51069100000000.0,ALIMENTATION DURABLE - FESTIVAL WE LOVE GREEN,10000.0,DEVE,Fonctionnement,none
2023_09757,2023,ALTRIMENTI,82477700000000.0,Installation Sérpollet Paris 20/ecoalim23 - fonctionnement,20000.0,DAE,Fonctionnement,['education & formation']
2023_10317,2023,ASSOC LIGUE FRANCAISE POUR LA PROTECTION DES OISEAUX (L.P.O.),78426300000000.0,"Conseils et accompagnements aux enjeux de la biodiversité en ville, notamment les animaux  en détresse (animaux blessés, travaux).",10000.0,DEVE,Fonctionnement,['environnement & écologie']
2023_04978,2023,ASSOCIATION FRANÇAISE D'ASTRONOMIE,30885100000000.0,Paris sous les étoiles 2023,34000.0,DDCT,Fonctionnement,['culture & arts']
2023_08749,2023,CHAMBRE SYNDICALE FRANCAISE ETANCHEITE,38221900000000.0,Paris Rooftop Days,5000.0,DTEC,Fonctionnement,['technique & recherche']
2023_08743,2023,COMEDIE DES ONDES,53055000000000.0,Action NOBELLES pour les collèges parisiens/COLLEGE23,2000.0,DDCT,Projet,['culture & arts']
2024_00692,2023,COMITE DEPARTEMENTAL DE PARIS DE HAND BALL,31497600000000.0,SUBVENTION EXCEPTIONNELLE Tournoi International Féminin G.Iltis U18 France,6000.0,DJS,Fonctionnement,['sport']
2023_06497,2023,COMPAGNIE DASSYNE,80306600000000.0,"CPO SPV - Ecritures nomades  - Atelier d'écritures, de créations sonores et de langage corporel.",1500.0,DDCT,Projet,['culture & arts']
2023_10229,2023,COMPAGNIE LES PASSAGERS,34454800000000.0,ARTS DE RUE ET SPORT 10-20 ans LES PASSAGERS,1000.0,DAC,Projet,['culture & arts']
2023_02562,2023,ESTRELIA,34878200000000.0,BP 2023 LAEP GRAINE DE FAMILLES,55763.0,DFPE,Fonctionnement,['social']
2023_04829,2023,FOOD DE RUE - FOOD2RUE,81050500000000.0,IAE BESC soutien aux dispositifs d'accompagnement des ACI de l'association,84000.0,DAE,Fonctionnement,['précarité & exclusion']
2023_09381,2023,HUSTLE PARIS - HP,84428700000000.0,"Politiques de la ville""Programme Hustle Réussite""",1000.0,DJS,Projet,['loisirs']
2023_09783,2023,I AM A BIRD NOW,53472300000000.0,Aide à la diffusion d'œuvres dans le domaine du spectacle vivant (hors musique)SV23DIF2,10000.0,DAC,Projet,['culture & arts']
2023_05306,2023,LE LIEU ¿MAINS D¿OEUVRES¿,42252000000000.0,"Mains d'Oeuvres, un équipement emblématiquemétropolitain - Fonctionnement 2021",10000.0,DAC,Fonctionnement,['culture & arts']
2023_09495,2023,LES CRIS DE PARIS,44872800000000.0,Soutien aux activités artistiques et culturelles des Cris de Paris | 2023,10000.0,DAC,Fonctionnement,['culture & arts']
2023_04647,2023,MAISON DES CULTURES DU MONDE,32546500000000.0,26e festival de l'Imaginaire -  Projets cultures menacées,5000.0,DGRI,Projet,['culture & arts']
2023_05458,2023,PRO MUSICIS ASSOCIATION D'ECHANGES INTERNATIONAUX,78457900000000.0,"Pro Musicis, le Partage de la Musique",4000.0,DAC,Projet,['culture & arts']
2023_09460,2023,UN PLUS BIO,44526000000000.0,Accompagner la restauration collective parisienne dans ses changements de pratiques,25000.0,DEVE,Fonctionnement,['education & formation']
2023_08337,2023,UNION NATIONALE POUR LA PREVENTION DU SUICIDE UNPS,42189600000000.0,"Soutien à la prévention du suicide à Paris ""Le suicide, parlons-en! """,1000.0,DSP,Projet,['education & formation']
2022_01061,2022,EN AVANT TOUTE(S),81243400000000.0,Consolider le tchat pour accompagner les jeunes parisien.ne.s victimes de violences,15000.0,DDCT,Projet,none
2022_10330,2022,ESPOIR CENTRES FAMILIAUX DE JEUNES,77567900000000.0,Subvention politique de la ville 2022 : Ferme du jardin d¿Éole,10000.0,DDCT,Projet,none
2022_02032,2022,ÉTONNANT CINÉMA,81222300000000.0,"""Écrans numériques, parents, enfants"", ateliers participatifs de sensibilisation, prévention",2000.0,DFPE,Projet,none
2022_04274,2022,KTHA COMPAGNIE,43514700000000.0,subvention d'équipement du BEA-BA,20000.0,DAC,Investissement,none
2022_00439,2022,LES COMPAGNONS DU 8 NOVEMBRE 1942 - ACTES DE RESISTANCE : MEMOIRE ET RECHERCHE,81779700000000.0,80e anniversaire du débarquement allié en Afrique du Nord le 8 Novembre 1942,1500.0,DAC,Fonctionnement,none
2022_08419,2022,LES RESTAURANTS DU COEUR LES RELAIS DU COEUR DE PARIS,42334300000000.0,APPEL A PROJET CAPEC2022,20000.0,DAE,Fonctionnement,none
2022_04783,2022,MA PLUME EST A VOUS,41523800000000.0,CPO SPV Droit Médiation Accès aux Droits,3000.0,DDCT,Projet,none
2022_05554,2022,MAMAMA,88342600000000.0,Distribution de colis solidaires pour des nourrissons en situation d¿urgence alimentaire et leur mèr,10000.0,DSOL,Projet,none
2022_02585,2022,PARRAINS PAR MILLE PARRAINAGE D'ENFANTS EN FRANCE,39981200000000.0,Soutien auprès de 115 familles isolées et monoparentales parisiennes et leurs enfants,30000.0,DFPE,Projet,none
2024_00407,2024,AFRICAFRANCE SOLIDAIRE,79127800000000.0,Mise en place d'un système de collecte et de tri des déchets de Campo à Ebodjè au Cameroun,25000.0,DGRI,Projet,['education & formation']
2024_03976,2024,ASSOCIATION DROITS ET HABITATS - ADH,48361600000000.0,Lutter contre les discriminations et permettre l'accès aux droits liés à l'habitat des plus fragiles,5000.0,DDCT,Projet,['social']
2024_04780,2024,PETITS OISEAUX PRODUCTION POP,44118500000000.0,Aide aux projet. Service Culture/Santé. Spectacles participatifs dans le cadre des Nocturbaines,2000.0,DAC,Fonctionnement,['vie et animation locale']
2024_05177,2024,TU VIS TU DIS,84952800000000.0,FSF19,1500.0,DDCT,Fonctionnement,['sport']
2024_06882,2024,ASSOCIATION CONNAISSANCE DE L'HISTOIRE DE L'AFRIQUE CONTEMPORAINE ACHAC,38902000000000.0,L¿histoire des Jeux Olympiques à Paris,15000.0,DAC,Projet,none
2024_06296,2024,COMITE DEPARTEMENTAL SEINE PARIS DE LA FFVB,39142700000000.0,Participation au développement et au fonctionnement du Comité de Paris,3500.0,DJS,Fonctionnement,none
2024_04802,2024,SOMETHING MUSICAL,82961100000000.0,"Something Musical, mariage entre un projet artistique et un engagement social - Fonctionnement 2024",2000.0,DAC,Fonctionnement,none
2024_08036,2024,XV DU LION,87826900000000.0,Fonctionnement et financement du XV du Lion,600.0,DJS,Fonctionnement,none
2022_08937,2022,UN MONDE GOURMAND,48752800000000.0,Alimentation durable et solidaireEcoAlim22,15000.0,DAE,Investissement,none
2023_05460,2023,ASSOCIATION NATIONALE DE RECHERCHE ET D'ACTION THEATRALE ANRAT THEATRE-EDUCATION,34435400000000.0,Opération Molière et fête des écritures contemporaines pour la jeunesse,3000.0,DAC,Projet,['culture & arts']
2023_02448,2023,ASSOCIATION SPORTIVE DU COLLEGE LAMARTINE,51234800000000.0,Subvention pour l'association sportive du collège Lamartie,800.0,DJS,Fonctionnement,['sport']
2023_07866,2023,ASTERYA,80877600000000.0,Co-financement du projet ¿Les jeunes se bougent pour la citoyenneté et l'environnement¿,1000.0,DJS,Projet,['social']
2023_05255,2023,COMPAGNIE GAZELLE,43192200000000.0,"""Tour du Monde.Sors la Langue de tes poches"" ateliers apprentissage de la langue, arts vivants",2000.0,DDCT,Projet,['culture & arts']
2023_09490,2023,FRICHTI CONCEPT,44862700000000.0,D¿Ici danse,1500.0,DAC,Projet,['culture & arts']
2023_09843,2023,LA COMPAGNIE DE LA JOIE ERRANTE,81340200000000.0,Diffusion de la 'Pièce Vacarme(s) ou Comment l'Homme Marche sur Terre' - Théâtre de Belleville,8000.0,DAC,Projet,['culture & arts']
2023_07467,2023,L'ENTENTE SPORTIVE DU 11° ARDT,91901100000000.0,FAL11,1400.0,DDCT,Fonctionnement,['sport']
2023_05638,2023,LES PSYS NOMADES,92201300000000.0,Aller-vers en soutien thérapeutique auprès des publics en précarité,5000.0,DSP,Projet,['social']
2023_07383,2023,PODIUM PARIS,48817400000000.0,Soutient à l'animation territorial Paris Centre/FALPC2023,500.0,DDCT,Fonctionnement,['culture & arts']
2023_05104,2023,QUARTIER PARTAGE,81475000000000.0,CPO 2023,5000.0,DDCT,Fonctionnement,['social']
2022_00985,2022,ASSOCIATION SPORTIVE DIDEROT,48095800000000.0,Fonctionnement courant et aide aux projets,1500.0,DJS,Fonctionnement,none
